what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266379240063
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1266379246583
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1266379255309
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1266379270278
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1266379287879
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1266379297173
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1266379299189
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266379315384
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266379328712
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1266379328733
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1266379373486
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266379401659
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266379402689
activated,perspective,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.JavaPerspective",1266379724585
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.cut",1266379796500
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1266379803838
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266379805682
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266379808122
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266379820698
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266379820861
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.cut",1266379833507
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.cut",1266379840467
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1266379845569
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1266379845939
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1266379847658
