what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266377931239
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1266377931313
activated,perspective,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.JavaPerspective",1266377938533
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1266377944194
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266378037881
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266378040735
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266378040802
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266378043689
activated,perspective,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.DebugPerspective",1266378043771
activated,view,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.DebugView",1266378050625
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.Terminate",1266378050709
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266378052356
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266378059459
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.StepOver",1266378068992
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.StepOver",1266378076182
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.StepOver",1266378076560
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.StepOver",1266378083020
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1266378098458
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1266378103842
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1266378110672
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1266378113730
activated,view,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.DebugView",1266378129850
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.Terminate",1266378129923
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266378131857
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266378153771
