what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1266383134699
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1266383135149
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1266383135476
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1266383135740
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1266383139777
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1266383140071
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.cut",1266383144852
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1266383149163
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.cut",1266383154397
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.deleteNextWord",1266383155763
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.deleteNextWord",1266383156353
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1266383158548
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266383281532
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266383285572
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.cut",1266383316003
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1266383318468
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.cut",1266383363000
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1266383364421
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266383463564
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266383464272
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1266383490032
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266383500560
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266383501581
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266383520424
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266383520618
