what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.import",1266369285547
started,bundle,org.eclipse.ltk.core.refactoring,3.5.0.v20090513-2000,"org.eclipse.ltk.core.refactoring",1266369291690
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring",1266369291928
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1266369399608
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1266369400076
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1266369400825
started,bundle,org.eclipse.jdt.junit,3.5.0.v20090526-2000,"org.eclipse.jdt.junit",1266369401621
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1266369402076
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266370005361
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266370196134
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266370331980
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266370496679
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1266370497645
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1266370504562
started,bundle,org.eclipse.mylyn.java.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.java.ui",1266370582347
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266371022269
started,bundle,org.eclipse.epp.usagedata.ui,1.1.0.R200906100410,"org.eclipse.epp.usagedata.ui",1266371023549
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266371070798
activated,view,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.views.ProblemView",1266371216720
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266371226756
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266371232867
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1266371329692
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266372040470
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1266372055941
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1266372068484
